91.000 	23.371 	125 	 84 	 62	11 	  4.707107 	  5.500000 	  1.282317 	  1.000000 	  1.000000 	42.409 	17.342 	133.409 	  1.168446 
87.739 	26.554 	148 	 84 	 43	23 	  7.000000 	  6.000000 	  2.599531 	  1.000000 	  1.000000 	43.065 	24.855 	130.804 	  0.857143 
90.400 	7.301 	 98 	 93 	 79	5 	  2.707107 	  1.500000 	  1.555141 	  1.000000 	  1.000000 	12.700 	35.440 	103.100 	  0.554097 
96.167 	9.870 	113 	 95 	 83	12 	  5.000000 	  6.000000 	  1.326291 	  1.000000 	  1.000000 	-10.792 	32.650 	85.375 	  1.200000 
114.150 	19.013 	163 	108 	 91	20 	  9.949747 	  9.500000 	  3.317039 	  1.165489 	  0.575758 	17.575 	10.891 	131.725 	  0.954798 
77.000 	8.222 	 91 	 77 	 66	6 	  3.121320 	  2.500000 	  1.240472 	  1.000000 	  1.000000 	41.167 	20.928 	118.167 	  0.800943 
97.429 	10.406 	114 	 99 	 83	7 	  3.414214 	  3.000000 	  1.236831 	  1.000000 	  1.000000 	-26.000 	 9.422 	71.429 	  0.878680 
120.600 	21.559 	146 	108 	101	5 	  2.707107 	  1.500000 	  1.555141 	  1.000000 	  1.000000 	-45.300 	20.194 	75.300 	  0.554097 
111.417 	25.091 	148 	101 	 79	12 	  5.707107 	  5.500000 	  1.885035 	  1.022570 	  0.846154 	-44.167 	12.534 	67.250 	  0.963711 
99.125 	22.383 	139 	 95 	 63	8 	  4.121320 	  3.500000 	  1.544738 	  1.022090 	  0.875000 	31.000 	21.125 	130.125 	  0.849242 
95.000 	18.347 	132 	 97 	 57	21 	  7.414214 	  8.000000 	  2.187209 	  1.029870 	  0.842105 	14.429 	18.819 	109.429 	  1.079009 
182.735 	21.534 	206 	190 	129	132 	 21.485281 	112.000000 	  1.311941 	  1.036860 	  0.921811 	-119.636 	25.513 	63.098 	  5.212871 
159.941 	34.988 	210 	168 	104	17 	  7.121320 	  9.500000 	  1.699212 	  1.000000 	  1.000000 	-96.000 	32.279 	63.941 	  1.334022 
83.750 	6.964 	 92 	 82 	 75	8 	  4.000000 	  3.000000 	  1.697653 	  1.000000 	  1.000000 	33.000 	 9.557 	116.750 	  0.750000 
79.857 	19.056 	119 	 73 	 66	7 	  3.414214 	  3.000000 	  1.236831 	  1.000000 	  1.000000 	30.500 	17.597 	110.357 	  0.878680 
98.667 	15.135 	118 	 94 	 83	6 	  3.414214 	  2.000000 	  1.855246 	  1.000000 	  1.000000 	43.750 	17.421 	142.417 	  0.585786 
